Word,Pos_Score,Neg_Score,Obj_Score
उद्धत,0.4765625,0.2578125,0.265625
अविनाशी,0.1875,0.125,0.6875
निरपेक्ष,0.0625,0.3125,0.625
दृष्ट,0.25,0.3125,0.4375
अविचलित,0.25,0.5,0.25
जल्दबाज़,0.0,0.5,0.5
नटखट,0.0,0.25,0.75
अविश्वास्य,0.4375,0.25,0.3125
अंतर्निहित,0.4375,0.25,0.3125
निर्विवाद,0.234375,0.5,0.265625
अनुचित,0.117919921875,0.5128173828125,0.3692626953125
अतिसूक्ष्म,0.0,0.5625,0.4375
आवश्यक रूप में,0.0,0.0,1.0
दुराग्रही,0.75,0.125,0.125
असम्भव,0.109375,0.2734375,0.6171875
असम्भाव्य रूप में,0.0,0.125,0.875
नपुंसकता से,0.125,0.0,0.875
अव्यवहार्य,0.125,0.625,0.25
असंक्षिप्त,0.25,0.25,0.5
असंक्षिप्त रूप से,0.125,0.0,0.875
अजेय,0.0234375,0.5,0.4765625
प्रभावात्मक,0.0,0.0,1.0
आशुप्रभावित,0.4375,0.03125,0.53125
प्रभावपूर्ण ढंग से,0.75,0.0,0.25
असम्भाव्य,0.0625,0.5,0.4375
असम्भाव्य रूप से,0.0,0.5,0.5
अनुचित रूप से,0.125,0.0625,0.8125
अदूरदर्शी,0.0,0.5,0.5
आवेगी,0.0625,0.0390625,0.8984375
आवेगशील,0.0,0.0,1.0
अनिर्मल,0.15625,0.3125,0.53125
अन्दर,0.0,0.0,1.0
अशुद्धि से,0.25,0.0,0.75
निष्क्रिय,0.08782958984375,0.34393310546875,0.5682373046875
अपर्याप्त,0.01171875,0.451171875,0.537109375
अयोग्यता से,0.15625,0.09375,0.75
अस्वीकार्य,0.1015625,0.5546875,0.34375
अनपहार्य,0.0625,0.5,0.4375
अचेत,0.25,0.3125,0.4375
अचेतन,0.0,0.375,0.625
अप्रयोज्य,0.0,0.75,0.25
असंगत,0.3429920654296875,0.25442767333984373,0.40258026123046875
अनुपयुक्त रूप से,0.125,0.125,0.75
अनुपयुक्त,0.0295,0.74003125,0.23046875
अव्यक्त,0.0,0.625,0.375
अश्राव्य,0.125,0.5,0.375
आरम्भ,0.0,0.0,1.0
अशुभ,0.132375,0.711375,0.15625
भीतरी,0.0361328125,0.0,0.9638671875
प्राकृतिक,0.06735992431640625,0.020477294921875,0.9121627807617188
प्राकृतिक बनावट,0.0,0.0,1.0
गणनातीत,0.125,0.625,0.25
उत्ताप से चमकनेवाला,0.25,0.125,0.625
सतत,0.0,0.0,1.0
अपक्व,0.0625,0.21875,0.71875
अकस्मात,0.0625,0.03125,0.90625
प्रारंभी,0.0,0.0,1.0
प्रवृत्त,0.125,0.0,0.875
को मिलाकर,0.0,0.0,1.0
अज्ञात या गुप्त रूप से,0.0625,0.0,0.9375
असंबद्ध,0.3046875,0.359375,0.3359375
आगमिक,0.0,0.0,1.0
अतुलनीय,0.1875,0.625,0.1875
असमानुपात,0.0,0.625,0.375
सम्पर्क-वर्जित,0.0,0.625,0.375
अद्वितीय,0.3125,0.125,0.5625
अतुलनीय रूप में,0.0,0.0,1.0
अयोग्यता,0.0,0.1875,0.8125
अपूर्णता से,0.0,0.375,0.625
अबोध्य,0.1875,0.5625,0.25
अज्ञान,0.0,0.3125,0.6875
अबोध्यता,0,0,0
अचिन्त्य,0.25,0.5,0.25
अचिन्त्यनीयता,0.0,0.0,1.0
अनिर्णायक,0.0,0.5,0.5
अनिश्चिति से,0.0,0.125,0.875
असंगत रूप से,0.125,0.0,0.875
महत्त्वहीन,0.21875,0.3125,0.46875
असंगतता से,0.0,0.125,0.875
अल्प,0.03173828125,0.1826171875,0.78564453125
बेलिहाज़,0.1875,0.375,0.4375
ला परवाह से,0.25,0.0,0.75
असांत्वनीय,0.0,0.75,0.25
असांत्वनीय रूप से,0,0,0
अस्पष्टता से,0.0,0.0,1.0
अविवाद्य रूप में,0,0,0
असंयमी,0.0,0.4296875,0.5703125
अविवाद्य,0.125,0.4375,0.4375
अप्रत्यक्ष,0.0546875,0.2265625,0.71875
निसंदेहात्मक,0.375,0.0,0.625
न,0.0625,0.125,0.8125
असीमित रूप से,0.0625,0.0,0.9375
निर्विवाद रूप से,0,0,0
असुविधापूर्ण,0.0625,0.75,0.1875
समाविष्ट,0.0,0.125,0.875
अशरीरिक,0.0,0.5,0.5
अशुद्ध रूप से,0.25,0.0,0.75
असुधार्य,0.0,0.5625,0.4375
असुधार्य रूप से,0.0,0.125,0.875
अभ्रष्ट,0.75,0.25,0.0
भ्रष्ट न किया जा सके,0.25,0.75,0.0
भ्रष्ट न किये जा सकने तक,0,0,0
अधिक मात्रा में,0.03125,0.046875,0.921875
अविश्वसनीय रूप से,0.125,0.25,0.625
अविश्वनीय रूप से,0,0,0
वृद्धि सम्बन्धी,0.0,0.0,1.0
बढ़त के साथ,0,0,0
अवश्यकरणीय,0.109375,0.0,0.890625
पदधारी,0.109375,0.0,0.890625
अचिकित्स्य,0.25,0.125,0.625
आभारी,0.0625,0.0625,0.875
अपाठ्य,0.1875,0.1875,0.625
अनिश्चायक,0.34375,0.25,0.40625
अनिर्णायकता से,0.0,0.0625,0.9375
अवश्य ही,0.0,0.0,1.0
अथक,0.359375,0.1875,0.453125
अश्रान्त,0.5,0.0,0.5
अरक्षणीय,0.03125,0.5625,0.40625
असमर्थनीय,0.0625,0.625,0.3125
अनिर्वचनीय,0.0625,0.09375,0.84375
अनियत रूपेण,0.0,0.0,1.0
स्थाई रूपेण,0.25,0.0,0.75
स्वाधीन,0.01171875,0.1015625,0.88671875
अनिर्वचनीय रूप से,0.0,0.0,1.0
अनवधार्य,0.125,0.625,0.25
भारतीय,0.0,0.0,1.0
निर्देशक,0.125,0.0,0.875
अभ्यारोप्य,0.0,0.25,0.75
तटस्थ,0.14967871093750001,0.365091796875,0.4852294921875
जैसे तैसे,0.125,0.0,0.875
स्वदेशीय,0.0,0.0,1.0
देशज,0.0,0.0,1.0
अपाच्य,0.0,0.625,0.375
रुष्ट,0.0,0.4609375,0.5390625
अप्रत्यक्ष या परोक्ष रूप से,0.0,0.75,0.25
बिना विचार के,0.0,0.25,0.75
बिना विवेक के,0.0,0.25,0.75
अविवेक,0.3125,0.125,0.5625
अन्धाधुन्धा,0.25,0.0,0.75
बिना विवाद के,0,0,0
अभेद्यता से,0,0,0
अविभेद्य,0.125,0.5625,0.3125
एक एक करके,0,0,0
व्यक्तिगत रूप से,0.0,0.0,1.0
व्यक्तिपरक,0.03125,0.125,0.84375
अविभाज्य,0.0,0.625,0.375
अविभाज्य रूप में,0,0,0
भारतीय-,0,0,0
आलसी,0.078125,0.0703125,0.8515625
अदम्य,0.0,0.4375,0.5625
अदम्य रूप से,0,0,0
घर के भीतर,0.0,0.0,1.0
अन्दर लिया हुआ,0.25,0.5,0.25
प्रेरक,0.359375,0.03125,0.609375
आगमनात्मक,0.21875,0.0625,0.71875
अनुग्रहपूर्वक,0.375,0.0,0.625
औद्योगिक,0.109375,0.046875,0.84375
औद्योगिक रूप से,0.0,0.0,1.0
मतवाला,0.15625,0.03125,0.8125
अकथनीय,0.09375,0.15625,0.75
अवर्णनीय रूप से,0.0,0.0,1.0
वृथा,0.25,0.0,0.75
अप्रभावी,0.015625,0.265625,0.71875
असुन्दर,0.625,0.125,0.25
असुंदर रूपेण,0.0,0.0,1.0
अनिर्वाच्य,0.0625,0.125,0.8125
अपरिहार्य,0.0,0.359375,0.640625
अनुन्मूलनीय,0.125,0.5,0.375
अक्षम,0.15625,0.296875,0.546875
जड़त्वीय,0.0,0.0,1.0
न टलने योग्य,0.0,0.0,1.0
अमूल्य,0.125,0.0625,0.8125
अवश्य,0.125,0.0,0.875
अयथार्थ,0.0,0.125,0.875
अक्षम्य,0.171875,0.421875,0.40625
अविध्वंसिता,0.375,0.0,0.625
दृढ,0.13330459594726562,0.27170372009277344,0.5949916839599609
अप्राशम्य,0.0,0.75,0.25
कठोरता से,0.125,0.15625,0.71875
कम खर्चीला,0.0,0.25,0.75
अनिपुणता से,0.25,0.0,0.75
अनिवर्चनीय,0.125,0.5,0.375
अव्याख्येय,0.125,0.5,0.375
दुर्गमता से,0,0,0
अवर्णनीय,0.0,0.0,1.0
अवर्णनीयता से,0,0,0
भावशून्य,0.078125,0.328125,0.59375
बदनाम,0.0,0.875,0.125
आसक्त,0.75,0.0,0.25
छूत से लगनेवाला,0.15625,0.125,0.71875
घटिया,0.126953125,0.44384765625,0.42919921875
छोटा,0.0010643117129802704,0.29071279242634773,0.708222895860672
असीमित,0.0234375,0.0625,0.9140625
अति सूक्ष्म,0.0,0.0,1.0
अदृढ़,0.1875,0.3125,0.5
रुग्ण,0.1875,0.3125,0.5
विद्रोहजनक,0.125,0.375,0.5
अटल,0.1962890625,0.279296875,0.5244140625
अलचीली,0.078125,0.28125,0.640625
अनौपचारिक,0.046875,0.203125,0.75
सुविज्ञ,0.375,0.0,0.625
सूचनायुक्त,0.09375,0.0,0.90625
निम्न,0.0,0.0,1.0
प्रतिष्टा के प्रतिकूल,0.75,0.125,0.125
अवरक्त,0.0,0.0,1.0
विरल,0.0015106201171875,0.2274169921875,0.7710723876953125
क्रोधित करने वाला,0,0,0
विदग्ध,0.625,0.0,0.375
सच्चा,0.35243797302246094,0.030792236328125,0.6167697906494141
अकीर्तिकर,0.0625,0.5,0.4375
गदरा,0.0,0.0,1.0
अन्तर्वर्धित,0.0,0.25,0.75
अन्तर्निहित,0.125,0.125,0.75
रोकनेवाला,0,0,0
रोका हुआ,0.0,0.0,1.0
असत्कारी,0.125,0.3125,0.5625
अशरणदायी,0.125,0.3125,0.5625
आंतरिक,0,0,0
विद्वेषीपूर्ण,0.0,0.5,0.5
अनुपम,0.4052734375,0.015625,0.5791015625
शुरू में,0.0,0.0,1.0
अयुक्त,0.375,0.5,0.125
घायल,0.0,0.625,0.375
दोषित,0.0,0.625,0.375
अन्तर्देशीय,0.0,0.0,1.0
स्वाभाविक रूप से,0.125,0.0,0.875
आत्मिक,0.06640625,0.0,0.93359375
हानि न करने वाला,0.09375,0.5,0.40625
नवीनकारी,0,0,0
गणित में जिसका मूल ज्ञान न हो,0.25,0.0,0.75
हानि न पहुँचाने वाला,0.21875,0.5625,0.21875
जिसका शल्य-चिकित्सा न हो सके,0.125,0.75,0.125
अक्रिय,0.0,0.125,0.875
अकार्बनिक,0.0,0.125,0.875
जड,0.0,0.125,0.875
विद्यार्जन की अभिरुचि,0.0,0.0,1.0
जो तृप्त न हो,0.125,0.625,0.25
गूढ,0.5,0.375,0.125
कीटनाशकीय,0.0,0.0,1.0
कीटभक्षी,0.0,0.0,1.0
असुरक्षित,0.078125,0.59375,0.328125
असुरक्षित रूप से,0.125,0.0,0.875
संवेदनशून्य,0.125,0.359375,0.515625
संवेदनशून्य तरह से,0.125,0.0,0.875
असंवेदनशील,0.0,0.6875,0.3125
जो अलग न हो सके,0.125,0.625,0.25
नौकरी के दौरान,0,0,0
प्रच्छन्न रूप से,0.125,0.53125,0.34375
निष्ठाहीन,0.375,0.5,0.125
कुतूहलहीन,0.125,0.25,0.625
आग्रहपूर्ण,0.125,0.1875,0.6875
मूल स्थान पर,0.0,0.0,1.0
न घुलनेवाला,0.0625,0.4375,0.5
असमाधानीय,0.0625,0.4375,0.5
दिवालिया,0.0,0.6875,0.3125
प्रेरणादायक,0.625,0.0,0.375
प्रेरित,0.875,0.0,0.125
झटपट,0.015625,0.0234375,0.9609375
तत्क्षण,0.0,0.0,1.0
शीघ्र,0.0234375,0.09375,0.8828125
के बदले मेँ,0.25,0.25,0.5
स्वाभाविक,0.1347198486328125,0.07220458984375,0.7930755615234375
सहज रूप से,0.0078125,0.015625,0.9765625
संस्थानिक,0.0,0.0,1.0
शिक्षाप्रद,0.0,0.0,1.0
वाद्य संगीत,0.0625,0.0,0.9375
असह्य,0.15625,0.4375,0.40625
अलग-थलग,0.09375,0.03125,0.875
आवरणयुक्त,0,0,0
विद्रोह पूर्ण,0,0,0
राजद्रोही,0.046875,0.359375,0.59375
अखण्ड,0.125,0.0,0.875
अभिन्न,0.0625,0.0,0.9375
एकीकृत,0.0,0.0,1.0
बुद्धिगत,0.265625,0.0625,0.671875
प्रज्ञावान,0.265625,0.0625,0.671875
बौद्धिक रूप से,0.25,0.0,0.75
बुद्धिमान,0.46875,0.0,0.53125
सुबोध,0.3125,0.0,0.6875
बुद्धिमत्तापूर्वक,0.125,0.0,0.875
बोधनीय,0.3125,0.0,0.6875
उद्धिष्ट,0.0,0.0,1.0
अतिमात्र,0.25,0.1875,0.5625
तेज,0.125,0.15625,0.71875
उत्कटता से,0.0,0.0,1.0
वृद्धिकर,0.0625,0.078125,0.859375
तीव्र,0.140625,0.248046875,0.611328125
अधिकता से,0.125,0.0,0.875
आसक्त चित्त,0.0625,0.03125,0.90625
निष्ठा,0.0625,0.03125,0.90625
उत्सुकतापूर्वक,0.25,0.375,0.375
जान बूझ कर,0.375,0.0,0.625
पारस्परिक,0.046875,0.015625,0.9375
अन्य बातों के साथ,0.0,0.0,1.0
विनिमेय,0.25,0.0,0.75
अन्तर्नगरी,0,0,0
अन्तर्महाविद्यालय,0.0,0.0,1.0
अन्तर्महाद्वीपीय,0.0,0.0,1.0
अन्तर्धर्मसंप्रदायी,0.0,0.0,1.0
अन्तर्विभागीय,0.0,0.0,1.0
अन्योन्याश्रित,0.0,0.0,1.0
रुचि रखनेवाला,0.3125,0.0625,0.625
दिलचस्पी से,0.0,0.0,1.0
नीहारिकाओं के मध्यवर्ती,0.0,0.0,1.0
अन्तर्शासकीय,0,0,0
अल्पकालीन,0.0,0.0,1.0
मध्यस्थ,0.0,0.0,1.0
मध्यवर्ती,0.0,0.03125,0.96875
अनन्त रूप से,0.0,0.125,0.875
आंतरायिक,0.0,0.0,1.0
आंतरायिकता से,0.25,0.0,0.75
आन्तरिक,0.25,0.0,0.75
आंतरिक रूप से,0.0,0.0,1.0
अन्तर्राष्ट्रीय,0.0,0.3125,0.6875
अन्तर्राष्ट्रीयता से,0.0,0.0,1.0
द्विपक्षघातकीय,0.0,0.25,0.75
अन्तर्ग्रह,0.0,0.0,1.0
व्याख्यात्मक,0.0,0.0,1.0
प्रश्नात्मक,0.0,0.0,1.0
अन्तर्राज्यीय,0.0,0.0,1.0
अन्तर्तारकीय,0.0,0.0,1.0
आँत संबन्धी,0.0,0.0,1.0
आत्मीय,0.22900390625,0.0,0.77099609375
सुपरिचित,0.22900390625,0.0,0.77099609375
अन्तरंग,0.22900390625,0.0,0.77099609375
परिचित रूप से,0.375,0.0,0.625
धमकाने वाली,0,0,0
असहनीय,0.0,0.625,0.375
असह्यता से,0.0,0.375,0.625
असहनशील,0.1875,0.5,0.3125
पूर्णत,0.21875,0.0,0.78125
नशीली,0.1875,0.375,0.4375
अन्तर्संस्थानिक,0.0,0.0,1.0
संस्थागत प्रतियोगिता,0.0,0.0,1.0
अकर्मक क्रिया,0.0,0.25,0.75
गर्भाशय का भीतरी,0,0,0
अन्तर्शिरा,0.0,0.0,1.0
निर्भय,0.25,0.0,0.75
पेचीदा,0.09375,0.0,0.90625
लुभावना,0.4375,0.1875,0.375
तात्विक रूप से,0.625,0.0,0.375
आरंभिक,0.1640625,0.03515625,0.80078125
आत्मविश्लेषी,0.0,0.0,1.0
अंतर्मुखी,0.0,0.0,1.0
घुसपैठ करने वाला,0.03125,0.125,0.84375
सहजज्ञान संबन्धी,0.125,0.0,0.875
अंतर्ज्ञान से,0.125,0.0,0.875
अविधिमान्य,0.0,0.265625,0.734375
अमान्य,0.0,0.265625,0.734375
सर्वदा,0.125,0.25,0.625
फैलाव,0.078125,0.0625,0.859375
आविष्कारी,0.375,0.0,0.625
प्रतिलोम,0.0625,0.0,0.9375
जाँच सम्बन्धित,0.0,0.0,1.0
निरन्तर,0.09375,0.10546875,0.80078125
द्वेषजनक,0.375,0.25,0.375
बलवर्धक,0.375,0.0,0.625
अलंघ्य,0.140625,0.171875,0.6875
अनुल्लंघनीय,0.125,0.0,0.875
अदृश्य,0.1875,0.3125,0.5
अप्रकट,0.1875,0.5625,0.25
अदृश्य रूप से,0.0,0.125,0.875
बनावटी गर्भाधान करना,0,0,0
अस्वैच्छिक,0.0,0.375,0.625
अनिच्छा से,0.0625,0.125,0.8125
सुरक्षित,0.10296630859375,0.025726318359375,0.871307373046875
अन्दरूनी,0.0,0.0,1.0
अन्तर्मुखी,0.0,0.0,1.0
मन मेँ,0.0,0.0,1.0
क्रुद्ध,0.125,0.5,0.375
आयरलैंड के,0.0,0.0,1.0
व्यंग्यात्मक,0.09375,0.34375,0.5625
व्यंग्यपूर्वक,0.125,0.25,0.625
असमाधेय,0.0,0.5,0.5
बेवसूल,0.0,0.5,0.5
अप्राप्य,0.0,0.625,0.375
अलघुकरणीय,0.0,0.625,0.375
अकाट्य,0.0,0.875,0.125
असम,0.0047607421875,0.42431640625,0.5709228515625
सशस्त्र सेना से असंबद्ध,0.0047607421875,0.42431640625,0.5709228515625
अनियमित रूप से,0.0,0.0,1.0
बेमतलब,0.0,0.625,0.375
अधार्मिक,0.125,0.5,0.375
जिसे सुधारा न जा सके,0.0,0.5,0.5
अप्रतिस्थाप्य,0.0,0.75,0.25
अदमनीय,0.0,0.5,0.5
निष्कलंक,0.5,0.25,0.25
अप्रतिरोध्य,0.3125,0.375,0.3125
लुभावना से,0.0,0.375,0.625
गैर-ज़िम्मेदार,0.5,0.0,0.5
अश्रद्धालु,0.375,0.3125,0.3125
अपरिवर्तनीय रूप से,0.0,0.0,1.0
चिड़चिडा,0.125,0.25,0.625
चिडचिड से,0.125,0.125,0.75
जलन पैदा करनेवाला,0.0,0.375,0.625
खीजा हुआ,0.0,0.625,0.375
इस्लामी,0.0,0.0,1.0
सममितीय,0.015625,0.0,0.984375
समद्विबाहु,0.0,0.0,1.0
खुजली,0.0,0.5625,0.4375
भ्रमणशील,0.0,0.0,1.0
हाथी दाँत का,0.0,0.0,1.0
राजा जेम्स का शासनकाल,0.25,0.0,0.75
नुकीली धारवाला,0.0625,0.0625,0.875
विकृत विचार,0.125,0.625,0.25
जिन्दादिल,0.203125,0.0625,0.734375
ईर्ष्यालु,0.25,0.3125,0.4375
बहुत सीधा,0.1875,0.21875,0.59375
भोंदू,0.1875,0.21875,0.59375
झटके के साथ,0.03125,0.265625,0.703125
बहुत काला,0.0,0.125,0.875
मणि से सजा हुआ,0.0,0.375,0.625
बेरोजगार,0.0,0.75,0.25
मजाकिया,0.875,0.0,0.125
परिहासशील,0.5625,0.0,0.4375
साझे का,0.0001220703125,0.0,0.9998779296875
मिल कर,0.0,0.0,1.0
सानन्द,0.25,0.625,0.125
न्यायिक,0.0390625,0.0,0.9609375
गला अथवा कण्ठ संबंधी,0.03125,0.0,0.96875
रसदार,0.3125,0.171875,0.515625
सनसनीखेज,0.3125,0.171875,0.515625
भारी-भरकम,0.375,0.0,0.625
मिथ्या,0.0,0.25,0.75
न्यायसंगत,0.172607421875,0.0,0.827392578125
वैसा ही,0.172607421875,0.0,0.827392578125
बिल्कुल,0.3050537109375,0.03125,0.6636962890625
अभी,0.172607421875,0.0,0.827392578125
इसी वक्त,0.172607421875,0.0,0.827392578125
उतना ही,0.172607421875,0.0,0.827392578125
न्यायसंगत रूप से,0.375,0.0,0.625
तरुण संबंधी,0.0625,0.0625,0.875
नष्ट,0.0,0.375,0.625
इच्छुक,0.06640625,0.076171875,0.857421875
पैना,0.03545379638671875,0.048248291015625,0.9162979125976562
उत्सुकता,0.28125,0.125,0.59375
भला,0.40625,0.0,0.59375
आभार,0.3125,0.0,0.6875
कृपापूर्वक,0.53125,0.0,0.46875
कृपया,0.53125,0.0,0.46875
गतिज,0.09375,0.03125,0.875
राजसी,0.40625,0.09375,0.5
घुटनो के ऊपर,0.0,0.125,0.875
बिना सोचे,0,0,0
वीरोचित,0.1875,0.1875,0.625
गाँठदार,0.0,0.0,1.0
घुमक्कड़,0.0,0.3125,0.6875
बिना जुड़ी हुई अवस्था,0.375,0.0,0.625
पैरों में दोष,0.125,0.375,0.5
अचेत या पछाड़ देने वाला,0,0,0
निराकरण प्रतियोगिता का,0.1875,0.0625,0.75
विद्वान,0.375,0.0,0.625
खाना या खाने से संबन्धित दुकान,0.21875,0.0625,0.71875
ओष्ठ्य,0.0,0.0,1.0
प्रयोगशाला,0.0,0.0,1.0
प्रयासपूर्ण,0.0625,0.25,0.6875
अनसीखा शारीरिक श्रम करना,0.0,0.375,0.625
अश्रुप्रवण,0,0,0
शिथिलतापूर्ण,0,0,0
मितभाषी,0.125,0.0,0.875
भूस्खलन,0.0,0.0,1.0
भारी विजय,0.0,0.0,1.0
कम,0.0188947305711204,0.08607853225851975,0.8950267371703599
आजीवन,0.0,0.0,1.0
जीवन्त,0.20962071418762207,0.00390625,0.7864730358123779
जाले जैसा,0.0625,0.0625,0.875
लदा हुआ,0.0,0.046875,0.953125
शेखीबाज,0.3125,0.3125,0.375
लंगड़ा,0.0078125,0.0546875,0.9375
असंतोषजनक,0.00390625,0.27734375,0.71875
शोक योग्य,0.0,1.0,0.0
खेद योग्य,0.0,0.375,0.625
चिराग के द्वारा की गई रौशनी,0.0,0.0,1.0
जागीरवाला,0.0,0.0,1.0
भूमिहीन,0.0,0.0,1.0
भूमि की ओर स्थित,0.0,0.0,1.0
भूस्थित,0,0,0
स्थल रुद्ध,0,0,0
उत्साहहीन तरीके से,0.25,0.0,0.75
सीधा और चपटा,0.0,0.0625,0.9375
लंबा पतला,0.125,0.0,0.875
उत्कीर्ण,0,0,0
गत,0.0019687414169311523,4.744529724121094e-05,0.9979838132858276
अवशिष्ट,0.0019687414169311523,4.744529724121094e-05,0.9979838132858276
अधम,0.0009843707084655762,0.2500237226486206,0.7489919066429138
सबसे बाद में,0.0019687414169311523,4.744529724121094e-05,0.9979838132858276
अन्तिम बार,0.0019687414169311523,4.744529724121094e-05,0.9979838132858276
देरी से,0.0118408203125,0.025390625,0.9627685546875
देर,0.0118408203125,0.025390625,0.9627685546875
बाद के,0.0118408203125,0.025390625,0.9627685546875
दिवंगत,0.0118408203125,0.025390625,0.9627685546875
हाल में,0.0,0.0,1.0
प्रच्छन्न,0.0625,0.4375,0.5
अविकसित,0.0625,0.25,0.6875
पार्श्विक,0.03125,0.0,0.96875
अनुवर्ती,0.0,0.0,1.0
प्रशंसात्मक,0.5,0.25,0.25
हास्यस्पद,0.5625,0.0,0.4375
हँसी हँसी में,0.0,0.0,1.0
फिजूलखर्च,0.09375,0.125,0.78125
बड़ी मात्रा में,0.125,0.0,0.875
विधि-स्वीकृत,0.078125,0.0,0.921875
अराजक,0.0,0.375,0.625
लापरवाह,0.1966552734375,0.2410888671875,0.562255859375
नौसिखिया,0.0,0.06787109375,0.93212890625
प्रथम स्थान में,0.0546875,0.0078125,0.9375
पत्ते वाली,0.0,0.25,0.75
रिसनेवाला,0.0,0.125,0.875
मज्जाहीन,0.25048828125,0.06591796875,0.68359375
पढे लिखे व्यक्तियों का समूह,0.375,0.0,0.625
पट्टे पर उठाना,0.0,0.0,1.0
अनुवात,0.0,0.0,1.0
बाँया,0.000244140625,0.0009765625,0.998779296875
वाम पंथ,0.000244140625,0.0009765625,0.998779296875
वाम पंथी,0.0,0.0,1.0
सुपाठ्य,0.0,0.0,1.0
वैधानिक,0.0,0.0,1.0
वैध,0.1796875,0.00390625,0.81640625
युक्ति-संगत,0.046875,0.0078125,0.9453125
विधि-पूर्वक,0.0625,0.0,0.9375
बिना टाँगवाला,0.0,0.625,0.375
नशे में डूबा हुआ,0.0,0.625,0.375
इत्मीनान से,0.125,0.375,0.5
लम्बा,0.12403106689453125,0.08205413818359375,0.793914794921875
नरम,0.2842062711715698,0.08894896507263184,0.6268447637557983
सिंह वत,0.0,0.0,1.0
न्यूनतर,0.25,0.1875,0.5625
अकर्मण्य,0.0,0.125,0.875
समान स्तरीय,0.0019659996032714844,0.0020875930786132812,0.9959464073181152
कोश-विषयक,0.0,0.0,1.0
दायी,0.078125,0.25,0.671875
उत्तरदायित्व,0.078125,0.25,0.671875
संभाव्य,0.078125,0.25,0.671875
अपमान-जनक,0.0,0.875,0.125
दान-शील,0.044921875,0.005859375,0.94921875
उदारतापूर्वक,0.3125,0.0,0.6875
जीवन रहित,0.0625,0.15625,0.78125
जीवनदायक,0.25,0.0,0.75
सजीव,0.36083984375,0.1259765625,0.51318359375
हलका,0.0009914558943222573,0.00024610388418011553,0.9987624402214976
बलाघातशून्य,0.0009914558943222573,0.00024610388418011553,0.9987624402214976
थकावट रहित,0.0009914558943222573,0.00024610388418011553,0.9987624402214976
फुहार,0.0009914558943222573,0.00024610388418011553,0.9987624402214976
भार रहित,0.0009914558943222573,0.00024610388418011553,0.9987624402214976
हल्के से,0.0,0.06640625,0.93359375
कम में,0.0,0.06640625,0.93359375
गम्भीरता रहित होकर,0.0,0.06640625,0.93359375
नशे में,0.0625,0.1875,0.75
	गम्भीरता रहित,0.625,0.0,0.375
शीघ्रतम,0.0,0.0,1.0
कम भार का,0.0703125,0.109375,0.8203125
एक से,0.258544921875,0.000244140625,0.7412109375
सम्भव,0.0546875,0.1640625,0.78125
वैसे ही,0.0,0.0,1.0
अतिलघु,0.03125,0.0625,0.90625
वंशगत,0.0,0.0,1.0
रेखागत,0.125,0.0,0.875
भाषा-सम्बन्धी,0.0,0.0,1.0
द्रव,0.0029296875,0.049072265625,0.947998046875
स्पष्ट और स्वच्छ,0.0029296875,0.049072265625,0.947998046875
नकद,0.0029296875,0.049072265625,0.947998046875
सुनम्य,0.1875,0.0,0.8125
निऊत्साहित,0.25,0.5,0.25
शाब्दिक,0.0859375,0.0703125,0.84375
अक्षरश,0.0,0.0,1.0
साहित्यिक,0,0,0
अश्म-मुद्रीय,0.0,0.0,1.0
मुकदमेबाज,0,0,0
थोडा,0.015869140625,0.365234375,0.618896484375
महत्वहीन,0.1954345703125,0.3701171875,0.4344482421875
तटीय,0.0,0.0,1.0
दहकता हुआ,0.03252267837524414,0.0,0.9674773216247559
विधुन्मय,0.03252267837524414,0.0,0.9674773216247559
साम्प्रतिक,0.03252267837524414,0.0,0.9674773216247559
घटित होता हुआ,0.03252267837524414,0.0,0.9674773216247559
घटित होने वाली,0.03252267837524414,0.0,0.9674773216247559
जीने योग्य,0.53125,0.0,0.46875
रहने योग्य,0.625,0.0,0.375
संभाली जाने योग्य,0.625,0.0,0.375
अत्यन्त एाुKKPPस,0.078125,0.25,0.671875
नीलाभ,0.078125,0.25,0.671875
क्रियाशील,0.005615234375,0.002197265625,0.9921875
भारित,0.015625,0.171875,0.8125
निहित अर्थ होना,0.015625,0.171875,0.8125
घृणा-कारक,0.125,0.625,0.25
स्थानीय,0.0,0.0,1.0
सीमित,0.0,0.046875,0.953125
स्थानीय तौर पर,0.0,0.0,1.0
संचलनशील,0.0,0.0,1.0
उदात्त,0.5,0.0,0.5
एकाकी,0.125,0.21875,0.65625
उबाने वाला लम्बा भाषण,0,0,0
लेख आदि,0,0,0
लम्बे समय तक,0.21099853515625,0.21893310546875,0.570068359375
बहुत समय लेनेवाला,0,0,0
बहुत समय तक ठहरने वाला,0,0,0
बहुत समय पहले की,0,0,0
बहुत समय तक चलने वाला,0,0,0
बहुत समय से काम करने वाला,0,0,0
लम्बे समय तक रहना,0,0,0
लम्बे समय से संकट झेलने वाला,0,0,0
सुदूर अतीत,0,0,0
बहुत समय से तय,0,0,0
किसी के जैसा लगना,0.0,0.0,1.0
सनक वाला,0,0,0
बन्धनमुक्त हुआ,0.21875,0.044048309326171875,0.7372016906738281
अलग-अलग,0.109375,0.022024154663085938,0.8686008453369141
असंपत,0.21875,0.044048309326171875,0.7372016906738281
एकतरफा,0.0,0.0,1.0
वाचाल,0.25,0.375,0.375
सामन्तीय,0.3125,0.25,0.4375
घाटे में चल रही,0,0,0
